,train,val,test
181,1002185_29272_8768_256.jpeg,,
182,1002200_14168_35648_256.jpeg,,
183,1002185_18520_15936_256.jpeg,,
184,1002195_9560_29248_256.jpeg,,
185,1002185_23384_18752_256.jpeg,,
186,1002186_13912_26688_256.jpeg,,
187,1002182_28248_18496_256.jpeg,,
188,1002189_30808_26432_256.jpeg,,
189,1002180_12120_17472_256.jpeg,,
190,1002177_37720_29248_256.jpeg,,
191,1002183_7768_39744_256.jpeg,,
192,1002199_20568_21312_256.jpeg,,
193,1002181_36696_20032_256.jpeg,,
194,1002199_9048_37696_256.jpeg,,
195,1002187_30040_32320_256.jpeg,,
196,1002192_14680_14656_256.jpeg,,
197,1002184_26712_28736_256.jpeg,,
198,1002187_19288_20544_256.jpeg,,
199,1002173_11352_20544_256.jpeg,,
200,1002185_7512_9792_256.jpeg,,
201,1002185_18008_30272_256.jpeg,,
202,1002186_33624_14656_256.jpeg,,
203,1002197_34904_34112_256.jpeg,,
204,1002203_32600_40000_256.jpeg,,
205,1002199_24152_24128_256.jpeg,,
206,1002203_7000_34624_256.jpeg,,
207,1002198_31576_34368_256.jpeg,,
208,1002204_12888_38976_256.jpeg,,
209,1002185_35416_31552_256.jpeg,,
210,1002184_11864_26432_256.jpeg,,
211,1002181_10840_27456_256.jpeg,,
212,1002182_10328_38464_256.jpeg,,
213,1002184_15960_14912_256.jpeg,,
214,1002188_19544_10304_256.jpeg,,
215,1002192_22104_19776_256.jpeg,,
216,1002187_21848_13376_256.jpeg,,
217,1002192_36696_9280_256.jpeg,,
218,1002173_9560_29504_256.jpeg,,
219,1002189_13144_29248_256.jpeg,,
220,1002179_28248_16960_256.jpeg,,
221,1002201_7000_28736_256.jpeg,,
222,1002194_29784_31552_256.jpeg,,
223,1002179_39000_10560_256.jpeg,,
224,1002177_8024_16704_256.jpeg,,
225,1002188_34904_8000_256.jpeg,,
226,1002179_10328_16704_256.jpeg,,
227,1002180_20568_25408_256.jpeg,,
228,1002184_36696_10560_256.jpeg,,
229,1002186_10328_16960_256.jpeg,,
230,1002174_22872_24128_256.jpeg,,
231,1002203_30808_22336_256.jpeg,,
232,1002200_22616_20544_256.jpeg,,
233,1002183_33368_32576_256.jpeg,,
234,1002188_7256_13632_256.jpeg,,
235,1002200_7512_31552_256.jpeg,,
236,1002178_17496_24896_256.jpeg,,
237,1002182_33368_16448_256.jpeg,,
238,1002197_37464_38208_256.jpeg,,
239,1002183_10840_25152_256.jpeg,,
240,1002175_16984_17472_256.jpeg,,
241,1002175_36952_26944_256.jpeg,,
242,1002188_37464_15424_256.jpeg,,
243,1002182_23640_28480_256.jpeg,,
244,1002184_37720_30528_256.jpeg,,
245,1002199_34648_20288_256.jpeg,,
246,1002182_24408_33088_256.jpeg,,
247,1002190_10328_37184_256.jpeg,,
248,1002196_24664_10816_256.jpeg,,
249,1002188_16472_9280_256.jpeg,,
250,1002201_35416_35136_256.jpeg,,
251,1002198_10584_29760_256.jpeg,,
252,1002201_23640_40000_256.jpeg,,
253,1002196_39256_15168_256.jpeg,,
254,1002195_7256_16192_256.jpeg,,
255,1002199_35416_28736_256.jpeg,,
256,1002179_28760_13632_256.jpeg,,
257,1002190_39256_17728_256.jpeg,,
258,1002174_27480_34368_256.jpeg,,
259,1002190_7512_38720_256.jpeg,,
260,1002173_29528_33600_256.jpeg,,
261,1002192_34392_28224_256.jpeg,,
262,1002203_33112_20800_256.jpeg,,
263,1002185_20312_26176_256.jpeg,,
264,1002182_7768_36672_256.jpeg,,
265,1002190_16728_34880_256.jpeg,,
266,1002190_32856_29760_256.jpeg,,
267,1002175_20056_38976_256.jpeg,,
268,1002174_20568_12608_256.jpeg,,
269,1002204_9048_13888_256.jpeg,,
270,1002173_11352_9280_256.jpeg,,
271,1002198_11352_23104_256.jpeg,,
272,1002190_26968_13632_256.jpeg,,
273,1002196_25944_17216_256.jpeg,,
274,1002187_24920_9536_256.jpeg,,
275,1002199_10328_33088_256.jpeg,,
276,1002177_24408_29760_256.jpeg,,
277,1002204_18520_8512_256.jpeg,,
278,1002195_20312_34368_256.jpeg,,
279,1002198_35928_20032_256.jpeg,,
280,1002195_21592_31552_256.jpeg,,
281,1002193_7512_13632_256.jpeg,,
282,1002190_17240_15168_256.jpeg,,
283,1002196_35928_32064_256.jpeg,,
284,1002183_20312_21312_256.jpeg,,
285,1002186_16216_40000_256.jpeg,,
286,1002186_33624_16960_256.jpeg,,
287,1002190_21336_11584_256.jpeg,,
288,1002192_31064_14912_256.jpeg,,
289,1002197_15704_30272_256.jpeg,,
290,1002203_38488_15936_256.jpeg,,
291,1002199_28760_30784_256.jpeg,,
292,1002186_37720_23616_256.jpeg,,
293,1002184_11864_17984_256.jpeg,,
294,1002180_26712_28736_256.jpeg,,
295,1002181_20824_14912_256.jpeg,,
296,1002187_12632_32320_256.jpeg,,
297,1002199_7256_16448_256.jpeg,,
298,1002189_23128_20544_256.jpeg,,
299,1002173_10840_14144_256.jpeg,,
300,1002197_16216_39488_256.jpeg,,
301,1002185_27480_11840_256.jpeg,,
302,1002184_17240_36672_256.jpeg,,
303,1002194_34648_10304_256.jpeg,,
304,1002192_25688_33856_256.jpeg,,
305,1002187_25944_25152_256.jpeg,,
306,1002177_27736_17472_256.jpeg,,
307,1002183_7256_32064_256.jpeg,,
308,1002177_20568_38720_256.jpeg,,
309,1002184_13400_27968_256.jpeg,,
310,1002182_31064_14656_256.jpeg,,
311,1002187_20568_11584_256.jpeg,,
312,1002178_23640_10048_256.jpeg,,
313,1002176_13400_8256_256.jpeg,,
314,1002203_24408_34112_256.jpeg,,
315,1002203_18008_16448_256.jpeg,,
316,1002185_12376_34624_256.jpeg,,
317,1002175_10072_27712_256.jpeg,,
318,1002204_21080_35392_256.jpeg,,
319,1002202_18520_12096_256.jpeg,,
320,1002199_10328_26688_256.jpeg,,
321,1002175_36440_13888_256.jpeg,,
322,1002195_35416_38464_256.jpeg,,
323,1002177_34136_26944_256.jpeg,,
324,1002182_39000_19776_256.jpeg,,
325,1002196_29016_31296_256.jpeg,,
326,1002186_11096_27456_256.jpeg,,
327,1002203_36440_28736_256.jpeg,,
328,1002176_19032_10560_256.jpeg,,
329,1002196_34648_13632_256.jpeg,,
330,1002204_13912_34624_256.jpeg,,
331,1002183_17496_31040_256.jpeg,,
332,1002204_35672_25664_256.jpeg,,
333,1002197_7256_28480_256.jpeg,,
334,1002174_26968_28736_256.jpeg,,
335,1002176_7256_9792_256.jpeg,,
336,1002187_30808_26688_256.jpeg,,
337,1002202_11096_39488_256.jpeg,,
338,1002173_31064_13632_256.jpeg,,
339,1002178_18264_38208_256.jpeg,,
340,1002194_20568_28736_256.jpeg,,
341,1002190_29784_11328_256.jpeg,,
342,1002197_38744_26688_256.jpeg,,
343,1002190_14168_29248_256.jpeg,,
344,1002173_18520_39488_256.jpeg,,
345,1002184_33624_27200_256.jpeg,,
346,1002195_37208_18752_256.jpeg,,
347,1002182_36184_21056_256.jpeg,,
348,1002188_38232_34624_256.jpeg,,
349,1002193_19800_28224_256.jpeg,,
350,1002180_13144_11072_256.jpeg,,
351,1002194_34648_18752_256.jpeg,,
352,1002183_13912_26176_256.jpeg,,
353,1002195_25176_39232_256.jpeg,,
354,1002178_30808_17984_256.jpeg,,
355,1002204_36184_12352_256.jpeg,,
356,1002180_31832_17472_256.jpeg,,
357,1002186_37720_14656_256.jpeg,,
358,1002184_19544_19008_256.jpeg,,
359,1002201_15960_40000_256.jpeg,,
360,1002204_18264_17728_256.jpeg,,
361,1002203_33880_22336_256.jpeg,,
362,1002201_15704_32576_256.jpeg,,
363,1002184_26200_21568_256.jpeg,,
364,1002174_22360_33344_256.jpeg,,
365,1002174_27736_28992_256.jpeg,,
366,1002190_38232_15424_256.jpeg,,
367,1002204_19544_28480_256.jpeg,,
368,1002174_10584_26944_256.jpeg,,
369,1002185_8536_30016_256.jpeg,,
370,1002197_35416_22848_256.jpeg,,
371,1002199_35672_13888_256.jpeg,,
372,1002179_31064_14400_256.jpeg,,
373,1002188_32344_36160_256.jpeg,,
374,1002183_36440_30272_256.jpeg,,
375,1002176_22872_10816_256.jpeg,,
376,1002178_38232_12352_256.jpeg,,
377,1002190_15192_10304_256.jpeg,,
378,1002202_11352_36928_256.jpeg,,
379,1002195_7256_37184_256.jpeg,,
380,1002181_30552_21312_256.jpeg,,
381,1002188_25432_30528_256.jpeg,,
382,1002203_21336_27456_256.jpeg,,
383,1002192_8536_28992_256.jpeg,,
384,1002182_12120_31040_256.jpeg,,
385,1002178_12632_30528_256.jpeg,,
386,1002202_15704_14400_256.jpeg,,
387,1002194_26968_38464_256.jpeg,,
388,1002189_14168_40000_256.jpeg,,
389,1002184_19032_31808_256.jpeg,,
390,1002194_29272_18752_256.jpeg,,
391,1002195_22872_36160_256.jpeg,,
392,1002196_21336_10304_256.jpeg,,
393,1002182_13656_17728_256.jpeg,,
394,1002180_8280_31552_256.jpeg,,
395,1002200_28248_38464_256.jpeg,,
396,1002176_23640_30528_256.jpeg,,
397,1002184_13912_34112_256.jpeg,,
398,1002181_19032_31296_256.jpeg,,
399,1002195_20312_14144_256.jpeg,,
400,1002182_26968_20288_256.jpeg,,
401,1002183_25688_34368_256.jpeg,,
402,1002173_22104_16960_256.jpeg,,
403,1002185_22360_14400_256.jpeg,,
404,1002196_8280_15936_256.jpeg,,
405,1002183_26200_25664_256.jpeg,,
406,1002190_26200_18240_256.jpeg,,
407,1002197_29272_29760_256.jpeg,,
408,1002204_20056_31808_256.jpeg,,
409,1002190_26200_18752_256.jpeg,,
410,1002182_30040_12608_256.jpeg,,
411,1002193_38232_24896_256.jpeg,,
412,1002186_39256_33600_256.jpeg,,
413,1002201_13912_36160_256.jpeg,,
414,1002196_20056_21824_256.jpeg,,
415,1002194_13912_17984_256.jpeg,,
416,1002196_19800_12864_256.jpeg,,
417,1002183_9560_40000_256.jpeg,,
418,1002190_34904_38720_256.jpeg,,
419,1002203_33880_11072_256.jpeg,,
420,1002192_19544_29504_256.jpeg,,
421,1002204_10328_28224_256.jpeg,,
422,1002186_21848_14656_256.jpeg,,
423,1002203_15448_14144_256.jpeg,,
424,1002173_28760_35904_256.jpeg,,
425,1002184_9560_24384_256.jpeg,,
426,1002187_27224_32576_256.jpeg,,
427,1002194_9304_35136_256.jpeg,,
428,1002180_31320_11072_256.jpeg,,
429,1002193_16472_22848_256.jpeg,,
430,1002198_26712_37696_256.jpeg,,
431,1002184_9304_13888_256.jpeg,,
432,1002203_20056_24128_256.jpeg,,
433,1002201_22616_28224_256.jpeg,,
434,1002198_20312_18496_256.jpeg,,
435,1002179_32600_28736_256.jpeg,,
436,1002190_22104_9280_256.jpeg,,
437,1002189_28248_22592_256.jpeg,,
438,1002194_36952_23104_256.jpeg,,
439,1002199_25176_24640_256.jpeg,,
440,1002204_16984_34112_256.jpeg,,
441,1002185_19544_35392_256.jpeg,,
442,1002193_14168_19264_256.jpeg,,
443,1002174_18008_11840_256.jpeg,,
444,1002200_14936_39488_256.jpeg,,
445,1002198_31576_12608_256.jpeg,,
446,1002179_22360_21568_256.jpeg,,
447,1002192_23896_15680_256.jpeg,,
448,1002201_19544_15424_256.jpeg,,
449,1002189_22872_22336_256.jpeg,,
450,1002196_7768_16960_256.jpeg,,
451,1002183_7512_26688_256.jpeg,,
452,1002184_20056_8000_256.jpeg,,
453,1002202_19544_25664_256.jpeg,,
454,1002181_33880_15168_256.jpeg,,
455,1002177_30296_21824_256.jpeg,,
456,1002184_16984_33344_256.jpeg,,
457,1002174_19800_24896_256.jpeg,,
458,1002185_27992_21568_256.jpeg,,
459,1002187_30552_27712_256.jpeg,,
460,1002179_24408_15424_256.jpeg,,
461,1002182_15704_9536_256.jpeg,,
462,1002174_19032_33856_256.jpeg,,
463,1002184_17240_26944_256.jpeg,,
464,1002198_31064_8768_256.jpeg,,
465,1002192_7000_24896_256.jpeg,,
466,1002189_26712_39488_256.jpeg,,
467,1002196_36440_36928_256.jpeg,,
468,1002197_36440_37440_256.jpeg,,
469,1002180_18520_27712_256.jpeg,,
470,1002184_12376_11328_256.jpeg,,
471,1002190_19032_28736_256.jpeg,,
472,1002200_16472_10304_256.jpeg,,
473,1002203_17240_20032_256.jpeg,,
474,1002193_36184_8000_256.jpeg,,
475,1002198_16984_12096_256.jpeg,,
476,1002181_28504_37952_256.jpeg,,
477,1002193_26200_22592_256.jpeg,,
478,1002180_35928_14912_256.jpeg,,
479,1002176_35672_14144_256.jpeg,,
480,1002178_13144_8512_256.jpeg,,
481,1002198_38488_29760_256.jpeg,,
482,1002183_37464_14656_256.jpeg,,
483,1002187_12120_26688_256.jpeg,,
484,1002204_25176_38976_256.jpeg,,
485,1002201_17240_8768_256.jpeg,,
486,1002176_35416_28736_256.jpeg,,
487,1002181_33112_35648_256.jpeg,,
488,1002181_33368_34880_256.jpeg,,
489,1002176_19288_35904_256.jpeg,,
490,1002202_25688_10816_256.jpeg,,
491,1002180_37208_33856_256.jpeg,,
492,1002190_23384_35648_256.jpeg,,
493,1002178_12888_28480_256.jpeg,,
494,1002179_24152_31296_256.jpeg,,
495,1002187_15192_23104_256.jpeg,,
496,1002197_14168_24640_256.jpeg,,
497,1002185_16984_23872_256.jpeg,,
498,1002174_18008_10304_256.jpeg,,
499,1002190_35416_15424_256.jpeg,,
500,1002185_11352_25152_256.jpeg,,
501,1002178_33368_31552_256.jpeg,,
502,1002181_9560_15936_256.jpeg,,
503,1002190_17240_27712_256.jpeg,,
504,1002176_21592_11584_256.jpeg,,
505,1002198_23896_25152_256.jpeg,,
506,1002204_16984_30016_256.jpeg,,
507,1002175_26456_18496_256.jpeg,,
508,1002201_31576_24896_256.jpeg,,
509,1002174_22104_35648_256.jpeg,,
510,1002196_18520_8512_256.jpeg,,
511,1002188_11608_22592_256.jpeg,,
512,1002198_18008_23616_256.jpeg,,
